document_id,time,person,organization,statement_id,Column1,summary,Policy Means,Policy Ends,SubTopics,Type of Belief,text,Column2,Column3,agreement,start_position,stop_position,document_section,document_type,coder,document_author,document_source,concept
208,16/10/2023 2:00,Roberto ter Hark,Municipality of Noordwijk,223,,,,***,,,"councilor Roberto ter Hark (finance) emphasized that in addition to the declining financial flows, there are also 'heavy tasks' on Noordwijk's plate that also come with price tags. This includes the introduction of the Environmental Act, energy transition, making municipal buildings more sustainable and the housing of Ukrainian refugees.",,,1,2555,2894,,,1,,LeidschDagblad,
210,15/10/2022 2:00,ICT Assessment Advisory Board,ICT Assessment Advisory Board,224,,,,***,,,"The so-called Digital System Environment Act (DSO) - crucial for the implementation of the law - still has 'significant limitations' that will lead to risks if the law is introduced on January 1, the Advisory Board said in its advice published on Monday.",,,1,739,993,,,1,,LeidschDagblad,
213,28/3/2023 2:00,Tobias van der Hoeven,Municipality of Oegstgeest,225,,,,***,,,"""We are not very good at being happy with each other in this house,"" said councilor Tobias van der Hoeven (CDA) just before the vote. But, councilor Arne-Jan Vos (D66) also said: ""This piece is an example of how things are going well together. The process has been good, the piece is good.”",,,1,773,1063,,,1,,LeidschDagblad,
213,28/3/2023 2:00,Municipality of Ooegstgeest,Municipality of Ooegstgeest,226,,,,***,,,"This makes it clear what the municipality wants to protect, such as the Endegeest and Oud-Poelgeest estates. But goals have also been set for future tasks, such as the energy transition, climate adaptation and housing construction.",,,1,1421,1652,,,1,,LeidschDagblad,
215,1/5/2021 2:00,Michel Jehee,Michel Jehee,227,,,,***,,,"A daunting amount of information to which Leiden citizens can respond no later than May 14. To simplify this, a 7-page summary is available, in which councilor Fleur Spijker invites citizens to respond. How these citizens can acquire these documents and all their implications in such a short period is not explained.",,,1,1083,1400,,,1,,LeidschDagblad,
215,1/5/2021 2:00,Michel Jehee,Michel Jehee,228,,,,***,,,"How important is that Environmental Vision? Very important, because it will form the framework within which the municipality decides on environmental (formerly zoning) plans, environmental (formerly building) permits and other permits for festivities, etc. In addition, the municipality can now provide so-called customization, i.e. decide on matters that used to be arranged centrally from The Hague.",,,1,1401,1802,,,1,,LeidschDagblad,
216,7/2/2022 1:00,J.H.A.M. Grijpink,Utrecht University,229,,,,***,,," But is it just a matter of postponement, or is there more going on?",,,1,974,1042,,,1,,NRC,
216,7/2/2022 1:00,J.H.A.M. Grijpink,Utrecht University,230,,,,***,,,"We know from scientific research that major system changes often fail. In addition, lawyers warn that the Environmental Act is practically unenforceable.",,,1,1043,1196,,,1,,NRC,
216,7/2/2022 1:00,J.H.A.M. Grijpink,Utrecht University,231,,,,***,,,The turbulent housing market does not want these kinds of additional problems.,,,1,1363,1441,,,1,,NRC,
216,7/2/2022 1:00,J.H.A.M. Grijpink,Utrecht University,233,,,,***,,,"Due to the nature of the risks for the environment and climate, we cannot expect that these considerations can be properly made at municipal level. Our rapidly increasing climate concerns have made the basic principle of municipal control over integrated treatment of our living environment obsolete,",,,1,1878,2178,,,1,,NRC,
216,7/2/2022 1:00,J.H.A.M. Grijpink,Utrecht University,232,,,,***,,,"This requires reconsideration of the Environmental Act and IT solutions. My advice: do not postpone again, but recalibrate and downsize, both the law and the IT required for it. Better half-turned than completely gone astray.",,,1,2369,2594,,,1,,NRC,
217,28/11/2019 1:00,Saskia Kluit,Member of Senate,234,,,,***,,,"And parties in the Senate want a postponement - or cancellation. ""What is threatening,"" says Senator Saskia Kluit (GroenLinks), ""is a kind of Wild West in spatial planning.""",,,1,2008,2181,,,1,,NRCNEXT,
217,28/11/2019 1:00,Peter Nicolai,Member of Senate,235,,,,***,,," ""It took us thirty years to convert the Civil Code into a New Civil Code. And this bill would be completed in five years? That is not possible.",,,1,2268,2412,,,1,,NRCNEXT,
217,28/11/2019 1:00,Peter Nicolai,Senate,236,,,,***,,,"There is now a monstrosity of legal texts that no one will be able to deal with, including judges and lawyers",,,1,2413,2522,,,1,,NRCNEXT,
217,28/11/2019 1:00,Klaas Valkering ,Municipality of Bergen,237,,,,***,,,"But it just doesn't work out,"" says councilor Klaas Valkering from Bergen. ""That's how it went with the previous three decentralizations. The government promises us an efficiency boost that will make everything cheaper, but in the meantime we are given all kinds of additional tasks, which we don't know the costs and effort yet. Everyone can taste that.""",,,1,3378,3733,,,1,,NRCNEXT,
217,28/11/2019 1:00,Klaas Valkering ,Muncipality of Bergen,238,,,,***,,,"""Decision-making is now happening very quickly, but the outcomes are unclear,"" said Valkering.",,,1,4165,4259,,,1,,NRCNEXT,
217,28/11/2019 1:00,ICT Testing Bureau,,239,,,,***,,,"IT functionalities are so complexly designed that they will lead to problems when creating and using them,"" the BIT wrote, ""and it is questionable whether they will ever all work as designed.""",,,1,6054,6246,,,1,,NRCNEXT,
217,28/11/2019 1:00,Henk Krol,House of Representatives,241,,,,***,,," ""Progressive insight,"" 50Plus leader Henk Krol explains his party's change of course. He voted in favor in the House of Representatives, but now views it differently: ""We threw the package over the wall of the Senate too easily. It is right that we vote differently there than in the House of Representatives.""",,,1,7035,7346,,,1,,NRCNEXT,
217,28/11/2019 1:00,Jopie Nooren,House of Representatives,240,,,,***,,,"""I am not against the entire Environmental Act, but how are we really going to do this?"" says Jopie Nooren (PvdA). ""I think the answer to that has been very poor so far.""",,,1,7459,7629,,,1,,NRCNEXT,
217,28/11/2019 1:00,Steientje van Veldhoven,Ministry of Interior,242,,,,***,,,"Minister Stientje van Veldhoven (Environment and Housing, D66) recently called on the Senate to agree to prevent ""loss of momentum"".",,,1,8346,8478,,,1,,NRCNEXT,
218,1/11/2023 1:00,"BBB, SP, PvdD, JA21, 50Plus and OPNL",Member of Senate,244,,,,***,,,"In the motion, the parties say that several parts of the law ""still have too great implementation problems to responsibly implement as of January 1, 2024"". They fear that ""major risks may arise for the legal protection and legal certainty of citizens and companies in the Netherlands"" if the law is introduced now.",,,1,1083,1397,,,1,,NRC,
218,1/11/2023 1:00,Saskia Kluit,Member of Senate,243,,,,***,,,"""We must learn from what went wrong in the past, and we must dare to stop when we still can,"" said Saskia Kluit, the senator for GroenLinks-PvdA who submitted the motion. ""And that is now. """,,,1,2327,2517,,,1,,NRC,
220,26/2/2021 1:00,Municpality of Heerenveen,Municpality of Heerenveen,245,,,,***,,,"Heerenveen points to the 'very tight financial circumstances' in many municipalities, which makes it difficult to keep sufficient money available for the implementation of the law.",,,1,463,643,,,1,,FrieschDagblad,
220,26/2/2021 1:00,Municipality of Sudwest Fryslan,,246,,,,***,,,Súdwest-Fryslân also states that 'generous financial compensation from the government is necessary'.,,,1,1059,1159,,,1,,FrieschDagblad,
220,26/2/2021 1:00,Frisian Municipalities,Frisian Municipalities,247,,,,***,,,"Many Frisian municipalities say they do not want another postponement, because so much time, energy and money has already been invested in implementing the law now. . By postponing, the sense of urgency to take action would be lost, municipalities write, and costs would increase even further",,,1,1570,1862,,,1,,FrieschDagblad,
220,26/2/2021 1:00,Muncipality of Leeuwarden,Muncipality of Leeuwarden,248,,,,***,,,"Where experiments are already taking place with environmental plans, residents do not appear to be keen to get involved everywhere. It sometimes remains a far-fetched show, writes Leeuwarden.",,,1,1975,2166,,,1,,FrieschDagblad,
220,26/2/2021 1:00,Municipality of Sudwest Fryslan,Municipality of Sudwest Fryslan,249,,,,***,,,"'on balance, the law is an improvement for residents', says Súdwest-Fryslân, because there would be more room to respond to local wishes from the bottom up.",,,1,2171,2327,,,1,,FrieschDagblad,
220,26/2/2021 1:00,Frisian Municipalities,Frisian Municipalities,250,,,,***,,,whether everything will be successful in introducing the law in time depends mainly on the government and a well-functioning digital system,,,1,2361,2500,,,1,,FrieschDagblad,
220,26/2/2021 1:00,Muncipality of Heerenveen,Muncipality of Heerenveen,251,,,,***,,," ""Regardless of the implementation date, we do not expect everything to run completely smoothly at once,"" Heerenveen said.",,,1,2559,2681,,,1,,FrieschDagblad,
221,13/7/2013 2:00,Schultz van Haegen,Ministry of Infrastructure and Water Management,252,,,,***,,,"Many of those schemes are duplicated. When Schultz announced the clean-up operation two years ago, she cited the National Landscape Regulations as an example. This includes, for example, the Green Heart. But that was also already protected by Natura 2000 and the National Ecological Network. Conclusion: a line is drawn through those National Landscapes.",,,1,996,1350,,,1,,deVolkskrant,
221,13/7/2013 2:00,Mark Rutte,Prime Minister,253,,,,***,,,"According to Prime Minister Rutte, the conversion to a single Environmental Act fits seamlessly into his pursuit of less regulatory burden and a smaller government. Rutte believes that nature can also be adequately protected with this simplification.",,,1,1651,1901,,,1,,deVolkskrant,
221,13/7/2013 2:00,Mark Rutte,Prime Minister,254,,,,***,,,"""You really don't need this idiocy of stacked regulations for that,"" he said at his weekly press conference on Friday. 'Take the environmental impact assessments that had to be made for projects: each time a trunk full of paper. Then it seems like you are doing well. But no one reads those things anymore and all that paper is bad for the environment too.'",,,1,1903,2260,,,1,,deVolkskrant,
222,29/12/2023 1:00,Bert Bruinsma,TriaCon,255,,,,***,,,"""Imagine you want to build a new church, or significantly expand your church, then you have to talk to the entire area surrounding the church,"" says real estate advisor Bert Bruinsma in Kerk Magazine, an independent facilities trade magazine for churches.",,,1,551,806,,,1,,FrieschDagblad,
222,29/12/2023 1:00,Bert Bruinsma,TriaCon,256,,,,***,,,"""Churches are special in the sense that they have an important social function and attract many people. The environment is experiencing pressure from this. The more people you have to inform, the more time it takes. This makes the process longer.""",,,1,1162,1409,,,1,,FrieschDagblad,
222,29/12/2023 1:00,Rein Boersma,Association for Church Rental Management in the Protestant Church in the Netherlands,257,,,,***,,,"Rein Boersma, chairman of the Fryslân department of the Association for Church Rental Management in the Protestant Church in the Netherlands (VKB). ""The procedures will be different, but for the applicant permits, it must become clearer. After all, the application concerns an environmental permit and not a handful of permits as is sometimes the case.""",,,1,1830,2183,,,1,,FrieschDagblad,
222,29/12/2023 1:00,Rein Boersma,Association for Church Rental Management in the Protestant Church in the Netherlands,258,,,,***,,,"Boersma emphasizes that with the introduction of the Environmental Act, the policy of municipalities will not change: ""The big change takes place behind the scenes in the town hall.""",,,1,2184,2366,,,1,,FrieschDagblad,
222,29/12/2023 1:00,Dick Tolsma,Protestant Community of Franeker,259,,,,***,,,"Managers of church buildings mainly have to deal with the Environmental Act when they think about repurposing the building, according to Dick Tolsma, owner of an energy consultancy firm and until recently church steward of the Protestant Community of Franeker. ""If municipalities own multiple buildings and dispose of one, they will have to deal with the Environmental Act.""",,,1,2379,2753,,,1,,FrieschDagblad,
222,29/12/2023 1:00,Rein Boersma,Association for Church Rental Management in the Protestant Church in the Netherlands,260,,,,***,,,"""As a result, some municipalities have set up a special telephone number where owners of church buildings can ask questions and receive referrals. This is positive,"" says Boersma.",,,1,3837,4016,,,1,,FrieschDagblad,
222,29/12/2023 1:00,North Holland Monuments & Archeology Support Center,North Holland Monuments & Archeology Support Center,261,,,,***,,,"North Holland Monuments & Archeology Support Center published the brochure From church vision to environmental plan. 'The Environmental Act offers opportunities to anchor the ambitions formulated in the church visions in municipal policy,' it says.",,,1,4032,4280,,,1,,FrieschDagblad,
224,12/2/2022 1:00,Hennie Genee,Cadac Group,262,,,,***,,,"The problems are mainly caused by the fact that the DSO has become much more complex than intended, says Hennie Genee of Cadac Group, which supplies planning software to municipalities.",,,1,2186,2371,,,1,,deVolkskrant,
224,12/2/2022 1:00,Hennie Genee,Cadac Group,263,,,,***,,," ""In fact, the entire project should go back to the drawing board for simplification,"" says Genee.",,,1,2371,2469,,,1,,deVolkskrant,
224,12/2/2022 1:00,Hennie Genee,Cadac Group,264,,,,***,,,"But that will cause delays, and the ministry does not want that. People are afraid that the momentum for the law will then disappear.'",,,1,2471,2605,,,1,,deVolkskrant,
224,12/2/2022 1:00,Jan Struiksma,VU Amsterdam,265,,,,***,,,"If the minister is wise, he will cancel the entire project, says Jan Struiksma, emeritus professor of public administration, specialized in environmental law. Struiksma, who took part in an expert meeting organized by the Senate, predicts a 'drama' if the law, including the DSO, is introduced.",,,1,2762,3056,,,1,,deVolkskrant,
226,2/2/2022 1:00,Hugo De Jonge,Ministry of Spatial Planning and the Environment,266,,,,***,,,"""More time is needed to practice properly. That is currently not possible with all systems."" He leaves it unclear when the law can be introduced. The House of Representatives has already approved the new law.",,,1,2470,2678,,,1,,NRC,
228,22/1/2020 1:00,Simone Eeftink,Municipality of Leiden,267,,,,***,,,"The question remains whether and how such an area council can take legal shape, but the new Environmental Act, which is expected to come into effect in 2022, probably offers room for the ambitious experiment, according to the municipality. ""We think this is certainly worth studying,"" says Simone Eeftink, municipal project leader for the Energy Park",,,1,1306,1656,,,1,,LeidschDagblad,
230,4/3/2020 1:00,Frank ten Have,Municipality of Voorschoten,268,,,,***,,,"Due to the introduction of the Environmental Act, the working method will be radically revised in any case. “Disappointing,” says Ten Have. “Especially because we already asked for it a year and a half ago. The research could have been carried out a long time ago.""",,,1,2158,2423,,,1,,LeidschDagblad,
230,4/3/2020 1:00,Marcel Cramwinckel,Municipality of Voorschoten,269,,,,***,,,"Councilor Cramwinckel looks at the criticism from entrepreneurs on the positive side. “Every complaint is free advice. We will use this report in the preparation for a new method for granting an environmental permit.""",,,1,2424,2641,,,1,,LeidschDagblad,
232,9/12/2019 1:00,Herman Weelink,Herman Weelink ,270,,,,***,,,"It is a so-called framework law that lays down the rules for decisions about the environment. The government is only involved in Major Projects, the provinces formulate landscape policy and the municipalities then implement it. How will the provinces and municipalities do this?",,,1,1534,1812,,,1,,deVolkskrant,
232,9/12/2019 1:00,Herman Weelink,Herman Weelink,271,,,,***,,,"A law that will only become effective in 2029 and which will allow all twelve provinces to determine their own environmental visions over the next ten years, which in turn can be implemented at their own discretion by 355 municipalities, will not help against the clutter of the landscape.",,,1,1933,2222,,,1,,deVolkskrant,
232,9/12/2019 1:00,Herman Weelink,Herman Weelink,272,,,,***,,,"Moreover, this policy focuses mainly on nature reserves and Special Landscapes. The rest of the 'normal' landscape should not expect much from so much incoherent non-committal.",,,1,2223,2399,,,1,,deVolkskrant,
233,24/8/2021 2:00,Cindy van de Velde,Eigen Huis Association,273,,,,***,,,"Director Cindy van de Velde of Eigen Huis finds the price differences in construction fees unbearable. ""We call on municipalities to use the introduction of the new Environmental Act on July 1, 2022 to harmonize rates.""",,,1,2263,2482,,,1,,LeidschDagblad,
236,11/2/2020 1:00,Jan van der Grinten,Jan van der Grinten (Lawyer),274,,,,***,,,"If you give citizens more control over their environment, you can also create more conflicts about that environment. If you give municipalities more control over standards, you can also provoke more objections from citizens. On Monday, NRC revealed that a critical inspection report on this from 2018 has been kept under wraps. The Council of State also previously issued skeptical advice. And Amsterdam lawyer Jan van der Grinten, specialist in environmental law, warned in Trouw of ""chaos for citizens, governments and companies"".",,,1,1104,1636,,,1,,NRCNEXT,
237,11/10/2022 2:00,GGD,GGD,275,,,,***,,,"The GGDs are seriously concerned. ""The rules create special and unequal protection for citizens,"" writes umbrella organization GGD GHOR in response to the new rules. The GGDs argue for stricter standards, especially to protect people with a low income. They have little choice where they will live .",,,1,6447,6746,,,1,,NRC,
238,16/12/2016 1:00,Association of Dutch Municipalities,Association of Dutch Municipalities,276,,,,***,,,"The Home Owners Association calls it 'improper' that municipalities want to collect fees despite zoning plans that are too old. The Association of Dutch Municipalities also disapproves of this. The VNG does not know how many old zoning plans there are. A new Environmental Act will come into effect in 2019, without the fine for old zoning plans.",,,1,2128,2474,,,1,,deVolkskrant,
240,1/11/2022 1:00,Municipality of Leiden,Municipality of Leiden,277,,,,***,,,"In January last year, the mayor and aldermen wrote in a letter to the council that municipalities cannot legally enforce 'nature-inclusive construction' on developers and that encouragement is therefore the route to be followed. They can only use a points system for inspiration. But in view of the new Environmental Act - the introduction of which has recently been postponed - it could perhaps be better anchored in the rules. The city council wanted to test this.",,,1,2216,2682,,,1,,LeidschDagblad,
243,14/11/2018 1:00,Loesanne van der Geest,Leiden University of Applied Sciences,278,,,,***,,," This is difficult with the current legislation, but Van der Geest showed that the new law does make mixing of functions possible.",,,1,826,956,,,1,,LeidschDagblad,
244,16/10/2017 2:00,Hans Bakker ,Municipality of Noordwijk,279,,,,***,,,"Councilor Hans Bakker embraces these so-called 'crash tests', but for 'real authenticity'. “We have been on the road for about 2.5 years. The time has come to determine this. We want to get started and I see no reason to postpone this for another six months.""",,,1,1969,2228,,,1,,LeidschDagblad,
245,9/2/2021 1:00,Anneke Beukers,Northern Audit Office,280,,,,***,,,"The Environmental Act, which will come into effect in 2022, aims to involve citizens in spatial decisions at an early stage, but the province has not yet regulated such a policy. ""Ideally, as soon as a plan is on the table, you should ensure that residents involved are heard and can participate,"" says chairman Anneke Beukers of the Northern Audit Chamber. ""That can prevent a lot of misery later in the formal consultation process.""",,,1,575,1009,,,1,,FrieschDagblad,
246,25/4/2018 2:00,Province of South Holland,Province of South Holland,281,,,,***,,,"According to the province of South Holland, the Environmental Act, which is expected to come into effect in 2021, poses a risk to the regional coherence of construction projects. Partly for this reason she recently published the book 'Power of regional design'.",,,1,302,563,,,1,,LeidschDagblad,
247,21/1/2021 1:00,Hetty Janssen,Member of Parliament,282,,,,***,,,"Member of Parliament Hetty Janssen drew attention to the role of young people in democratic government. Michiel Schrier, Member of Parliament for the SP, thinks that the plan is timely, judging by the changing legislation and regulations. “If you look at the Environmental Act, you will see that the participation process is already included in it. These are good developments.""",,,1,3290,3668,,,1,,FrieschDagblad,
250,14/9/2021 2:00,Sietze Bouma,Municipality of Leeuwarden,283,,,,***,,,"According to Sietze Bouma of the VVD, farmers are disappointed that there has been hardly any consultation about the area types and what consequences this has. ""That worries the farmers. Friesland is an agricultural province and Leeuwarden is the agricultural capital. We must deal with these people carefully,"" Bouma said.",,,1,1692,2015,,,1,,FrieschDagblad,
251,20/3/2018 1:00,Hans Polman,Council of Public Adminstration in Zeeland,284,,,,***,,,"But, says Polman: ""The law will create more coherence between environmental policy and the issuing of permits. That should make the work easier.""",,,1,3518,3663,,,1,,NRCNEXT,
252,20/4/2022 2:00,Pieter-Bas Beekman,Council of State,285,,,,***,,,"Meanwhile, the council is struggling with a staff shortage. Approximately three hundred lawyers work at the administrative law department, and there are several dozen vacancies. Tightness on the labor market has made it more difficult to attract employees, says spokesperson Beekman. 'And during corona times it was more difficult to recruit. Normally we have to rely on internships and in-house days, for example, which was a problem. This may have made us less visible.'The cause of the increased number of objections is a matter of guesswork. It may be that a new environmental law must come into effect on January 1, 2023, according to Beekman",,,1,1802,2449,,,1,,deVolkskrant,
254,16/6/2022 2:00,Niels Koemon,Council for the Living Environment and Infrastructure,286,,,,***,,,"""I have no doubts about whether that is legally feasible,"" says Koeman, an authority in the field of environmental law and spatial planning law.
Lower land prices
The new Environmental Act, says Koeman, can stipulate that approximately 30 percent social rental will be built at each new construction location.",,,1,3263,3572,,,1,,NRC,
255,12/12/2019 1:00,Reinier van Zutphen,National Obudsman,287,,,,***,,," Without intervention, the same mistakes are likely to be made with the Environmental Act as with previous decentralizations, such as those with Youth Care. The National Ombudsman, Reinier van Zutphen, warns about this in an interview with NRC. ""So much needs to be done that I am sure we will have problems,"" said Van Zutphen.",,,1,1029,1356,,,1,,NRCNEXT,
256,13/2/2021 1:00,Theo Classen,De Warren Natural Green,288,,,,***,,,"""We were there first and now everything is suddenly open again,"" says Claassen. He is also critical of the way in which the municipality has dealt with the citizens' initiative. ""There are rules laid down as to how a municipality should do this. These include: more: offering tailor-made help and support and actively informing about the possibilities. We have not experienced that.",,,1,3249,3631,,,1,,FrieschDagblad,
256,13/2/2021 1:00,Eddy Westra,Eddy Westra (Farmer),290,,,,***,,,"According to the initiative group, there would hardly be anything left of their plan if a riding school and housing were to be built. The communal vegetable and fruit gardens are then off the table anyway and there is not enough land left for extensification of agriculture to do this profitably, says farmer Eddy Westra.",,,1,4156,4477,,,1,,FrieschDagblad,
256,13/2/2021 1:00,Dennis Heins,TOECK (Developer),289,,,,***,,,"Heins from TOECK actually understands the dissatisfaction of the citizens' initiative group. ""You could say that we are a bit parasitic on their plan. I understand that they are not happy at all. But one question is whether their plan is financially feasible. Let's talk about it together.",,,1,4478,4767,,,1,,FrieschDagblad,
257,21/1/2017 1:00,Hans Bakker ,Municipality of Noordwijk,291,,,,***,,,"Councilor Hans Bakker calls the renovation plan for the old fire station on Bronckhorstraat an example from which lessons can be learned. “There was an excellent plan for a lunchroom, but in the end our own policy got in our way. For example, according to the rules, there had to be two parking spaces near the lunchroom. That was not possible, so the plan did not go ahead.”",,,1,1749,2124,,,1,,LeidschDagblad,
257,21/1/2017 1:00,Hans Bakker ,Municipality of Noordwijk,292,,,,***,,," Before the summer, the municipal council will consider the environmental vision. “This is the vision of Noordwijk society. All the policies are in here. We have retained the many good things from the past. In addition, it is a dynamic document. It is adjusted annually to the most recent developments. As Noordwijk we can be very proud of this,” says Bakker with the necessary enthusiasm about the pile of paper on the table.",,,1,2997,3423,,,1,,LeidschDagblad,
257,21/1/2017 1:00,Cees Van Wijk,Noordwijk Entrepreneurs Association,293,,,,***,,,"Bakker refers to Cees van Wijk's New Year's speech. The chairman of the Noordwijk Entrepreneurs Association (NOV) said seven stars was a bit much to remember. “But it doesn't really matter what those stars are, what is much more important is that they actually 'shine'. Because a star that does not shine is not a dot on the horizon,” Van Wijk told his audience.",,,1,4326,4688,,,1,,LeidschDagblad,
257,21/1/2017 1:00,Hans Bakker ,Municipality of Noordwijk,294,,,,***,,,"The councilor believes that people who have difficulty finding their way to the town hall can also be mobilized. Neighborhood teams and neighborhood associations can play a role in this. He cites the social projects at Duinwetering sports park as an example. In a short time, sixty people who were at a distance from the labor market registered for this. “And of course there are frameworks that plans must comply with, but our role will mainly be facilitating. The question then is: what do people need to realize something?”",,,1,5157,5683,,,1,,LeidschDagblad,
258,14/3/2024 1:00,Paul Hofman,Municipality of Rheden,295,,,,***,,,"Alderman Hofman, in turn, accuses McDonald's of deliberately applying for the permit quickly before the introduction of the Environmental Act this year. “The old law is rigid and well-known. The new law gives the mayor and aldermen more room to deviate from the rules. They didn't want to wait for that.""",,,1,6252,6556,,,1,,NRC,
259,28/3/2024 1:00,Council for Public Administration,Council for Public Administration,296,,,,***,,,"According to the ROB, local governments are the most suitable to implement climate policy, because the Environmental Act and zoning plans are involved, because they have insight into social support, and because there is more close democratic control. However, the ROB fears that it is unclear whether all individual decentralized measures add up to the national CO2 reduction target.",,,1,1115,1498,,,1,,FrieschDagblad,
259,28/3/2024 1:00,Council for Public Administration,Council for Public Administration,297,,,,***,,,That shared objective is in danger of 'falling out of focus due to a lack of coordination and direction'. The ROB also fears that one decentralized government is making more of an effort for the climate than another. The advisory council believes that the government should have an instrument at its disposal to force local governments to contribute to the progress of goals.,,,1,1511,1886,,,1,,FrieschDagblad,
259,28/3/2024 1:00,Council for Public Administration,Council for Public Administration,298,,,,***,,,"The government must also contribute sufficiently to municipal and provincial tasks, the ROB advises. An 'important precondition' is that there is enough money and that there must be guarantees that the government will continue to contribute. 'Multi-year certainty' is necessary, also after 2030, because municipalities and provinces work with multi-year budget cycles.",,,1,2453,2821,,,1,,FrieschDagblad,
260,18/1/2016 1:00,Esther Poot,Municipality of Alphen aan den Rijn,299,,,,***,,," ""We leave the redevelopment to the market,"" said municipal lawyer Esther Poot. ""It will not be the municipality that acquires land and comes up with plans."" Rijnhaven-Oost is hardly in use as a port anymore.",,,1,1673,1881,,,1,,LeidschDagblad,
261,8/2/2020 1:00,Municipality of Olst-Wijhe,Municipality of Olst-Wijhe,300,,,,***,,,"Forty to fifty ecovillage plans are ready for implementation in the Netherlands. New, sustainable forms of living; the government welcomes them. For example, the government recently expanded the environmental law to allow more experiments. But look at the completed eco-villages and they can be counted on one hand.",,,1,5144,5459,,,1,,NRCNEXT,
262,4/6/2016 2:00,Union of Regional Water Authorities,Union of Regional Water Authorities,301,,,,***,,,"“In the new Environmental Act, the water test may be stricter and less optional. Er
It is also being investigated whether more account can be taken into account in building regulations
into account of flooding,"" says a spokeswoman for the Union of
Regional water authorities.",,,1,1130,1405,,,1,,LeidschDagblad,
264,2/4/2020 2:00,Ministry of Interior,Ministry of Interior,302,,,,***,,,"The reason given is that the postponement is necessary ""partly in view of the changing reality as a result of the coronavirus"". ",,,1,562,690,,,1,,NRCNEXT,
265,30/9/2022 2:00,Residents of Oegstgeest,Residents of Oegstgeest,304,,,,***,,,"""It could all be a bit more exciting, it's a bit well-behaved,"" was the overarching conclusion of the evening. In the council chamber of the town hall, about thirty residents and councilors met to discuss the municipality's ambitions. Many residents thought things were still a bit tame and asked for more decisions 'where things were a bit of a problem'.",,,1,450,805,,,1,,LeidschDagblad,
265,30/9/2022 2:00,Elfred Bus,Municipality of Oegstgeest,303,,,,***,,,"Space and housing councilor Elfred Bus (D66) explained it this way on Wednesday evening: ""For example, if you want to start a petting zoo yourself, you can look on the map to see where that is possible. If you then go to the municipality, you have a better chance of coming together, because the plan fits well with what we want together in a certain area.""",,,1,1715,2072,,,1,,LeidschDagblad,
268,19/7/2023 2:00,F.J.M Crone,Member of Senate,305,,,,***,,," The municipality may decide to tolerate it after all, but no policy has yet been drawn up for this. This means more legal uncertainty, which also raises the question of whether insurers are still willing to bear the risk during renovations, says Crone.",,,1,3680,3933,,,1,,NRC,
268,19/7/2023 2:00,F.J.M Crone,Senate,306,,,,***,,,"""The minister has said that this will be worked on in October. That seems very short notice to me, because it is not clear whether they will be finished with it in October.""",,,1,3934,4107,,,1,,NRC,
268,19/7/2023 2:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,307,,,,***,,,"According to De Jonge, the Wkb is already ""intertwined"" with the digital part of the Environmental Act to such an extent that problems will arise in implementation if the laws do not come into effect at the same time.",,,1,5271,5488,,,1,,NRC,
268,19/7/2023 2:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,308,,,,***,,,"De Jonge describes the Environmental Act as a ""structure"" from which ""a stone cannot simply be removed"", not even temporarily. According to the minister, other rules are ""figuratively hanging in the air"" and are ""not readable and therefore not enforceable"".",,,1,5526,5783,,,1,,NRC,
268,19/7/2023 2:00,F.J.M Crone,Member of Senate,309,,,,***,,,"""He is now taking a big risk: things could go wrong with this law from January 1 because there is still a lot of legal uncertainty for consumers and the construction sector.""",,,1,5969,6143,,,1,,NRC,
269,1/5/2017 2:00,Schultz van Haegen,Ministry of Infrastructure and the Environment,310,,,,***,,,"“New technology is far too diffuse for that. Look at the flying car or manned drones coming. Our laws currently do not provide for this, for example when it comes to safety or taxes.""
Schultz guided the Environmental Act through the House in 2016, which replaced 26 laws on spatial planning, the environment and nature. ""It is a lot of work. But it was necessary, procedures and permits have now become much simpler. We must also do the same for mobility.""
",,,1,1065,1522,,,1,,NRCNEXT,
271,15/3/2023 1:00,ICT Assessment Advisory Board,ICT Assessment Advisory Board,311,,,,***,,,"The ICT Assessment Advisory Board concluded that there were still 'significant limitations' in the so-called Digital System Environment Act (DSO). For example, major problems could arise with the granting of building permits if the DSO does not work properly.",,,1,1983,2242,,,1,,FrieschDagblad,
271,15/3/2023 1:00,Council of State,Council of State,312,,,,***,,,he Council of State recently expressed concern about the DSO. The council fears that the system has not been tested enough for user-friendliness and accessibility. The parties that voted against are also afraid that the law will lead to problems. The Party for the Animals speaks of an 'unworkable legislative bomb' that is 'no good from any side'.,,,1,2244,2592,,,1,,FrieschDagblad,
274,15/6/2021 2:00,Felix van Beek,Municipality of Drachten,313,,,,***,,,"The municipality will end next year on a positive note, but after that there will be a shortage. ""We have stepped into a financially leaky boat and now have to close the gap,"" said councilor Felix van Beek.
High costs for carrying out government tasks such as the social domain and the Environmental Act and ambitious plans from the past, such as the new construction of the De Welle swimming pool, are causing financial difficulties.",,,1,251,685,,,1,,FrieschDagblad,
